mag,mag_error,time
-0.36515167887793787,0.0012437720304076432,2021-07-09T08:24:19.514
-0.37002695032792055,0.0013074297918882684,2021-07-09T08:26:10.303
-0.3995663551090196,0.0013475154992632695,2021-07-09T08:28:04.668
-0.4368585623643053,0.0013333009751344692,2021-07-09T08:29:57.607
-0.4386347401109063,0.001319529628843062,2021-07-09T08:31:48.324
-0.4335073914868026,0.0013261428523563875,2021-07-09T08:33:38.954
-0.44159137624707157,0.0013149233827168334,2021-07-09T08:35:30.017
-0.46652365964371434,0.0013110569197523582,2021-07-09T08:37:20.808
-0.43849792847709956,0.0012988614662515006,2021-07-09T08:39:11.626
-0.4588290124644949,0.001297266716848907,2021-07-09T08:41:02.598
-0.4912258833388954,0.0012913178379151977,2021-07-09T08:42:53.810
-0.4815612192672081,0.001095527081878976,2021-07-16T06:11:23.451
-0.4772941151794736,0.0011012886849276133,2021-07-16T06:13:14.615
-0.4829073573720173,0.0010971225124910557,2021-07-16T06:15:05.260
-0.47853520954532947,0.0010995322291114668,2021-07-16T06:16:56.728
-0.47219225065371084,0.0011039164312765133,2021-07-16T06:18:47.979
-0.4895757037035615,0.0010928804024761972,2021-07-16T06:20:38.746
-0.49196606644633967,0.001093057561702275,2021-07-16T06:22:29.383
-0.48281378399608776,0.0010983038743930772,2021-07-16T06:24:20.385
-0.47936932022675194,0.0010978000520528086,2021-07-16T06:26:11.489
-0.49189649400253366,0.0010886993256768913,2021-07-16T06:28:02.128
-0.4793468349333381,0.001095355940525565,2021-07-16T06:29:53.170
-0.4742826903931494,0.0010992365518922543,2021-07-16T06:31:44.083
-0.4885270440081424,0.0010907060657100482,2021-07-16T06:33:35.055
-0.4859894091630963,0.0010832111705314465,2021-07-16T06:35:26.179
-0.4789231162085059,0.00108459670264283,2021-07-16T06:37:17.097
-0.470393594024884,0.0010903696223507097,2021-07-16T06:39:07.710
-0.4610317319184567,0.001095951505466129,2021-07-16T06:41:00.297
-0.2531172506797752,0.001120236144456872,2021-07-10T13:00:20.913
-0.21038370578760812,0.0010922423437126209,2021-07-10T13:01:27.673
-0.21269047919571094,0.0010815262476966518,2021-07-10T13:02:34.014
-0.19107627899722956,0.0010710356839765333,2021-07-10T13:03:41.254
-0.18041693042040308,0.001077963836074316,2021-07-10T13:04:47.583
-0.18223464094217334,0.0010775152252550204,2021-07-10T13:05:53.591
-0.16200164342448176,0.00107425294988739,2021-07-10T13:07:00.131
-0.17469462066024732,0.0010765501685022268,2021-07-10T13:08:06.408
-0.11518078025676814,0.001104019469888939,2021-07-10T13:09:12.460
-0.0946707672129552,0.0010890928286931155,2021-07-10T13:10:18.564
-0.04421275759881382,0.0010981029928865977,2021-07-10T13:11:25.269
-0.04098400652520695,0.001096413537665629,2021-07-10T13:12:31.370
-0.07113308725568146,0.0010786121472470245,2021-07-10T13:13:36.662
-0.046889473903236834,0.0010863276823820309,2021-07-10T13:14:42.967
-0.04996838805196013,0.0010835598038718619,2021-07-10T13:15:48.226
-0.06663338226145221,0.0010748551631944085,2021-07-10T13:16:54.586
-0.04272266753217124,0.001083014146137634,2021-07-10T13:18:00.143
-0.06221693724295818,0.001070092911298469,2021-07-10T13:19:06.698
-0.04887221253653884,0.0010693407877625097,2021-07-10T13:20:15.677
-0.0353370471416774,0.0010740727622132297,2021-07-10T13:21:21.883
-0.3055362674176063,0.001136601116161326,2021-07-08T02:54:36.698
-0.24416819169285375,0.00117183358594782,2021-07-08T02:56:33.705
-0.24128372939372156,0.0012135634586536305,2021-07-08T02:58:30.840
-0.24314533504471925,0.0012199598009783967,2021-07-08T03:00:27.821
-0.2354222779709687,0.001211794862385296,2021-07-08T03:02:25.022
-0.22543600282082998,0.001234317187578516,2021-07-08T03:04:22.146
-0.188415139271628,0.0012365791451954343,2021-07-08T03:06:19.468
-0.1971612809627441,0.0012342719106327774,2021-07-08T03:08:16.963
-0.18993856799283826,0.0012425022653401786,2021-07-08T03:10:14.380
-0.1641114339851537,0.0012476694223580997,2021-07-08T03:12:11.823
-0.16853057387164228,0.001241971168167479,2021-07-08T03:14:09.807
-0.3226659978593638,0.003193114613935209,2021-07-10T03:16:22.045
-0.3359036443220713,0.003184698024543209,2021-07-10T03:17:29.161
-0.3442277545041801,0.0031657014213135105,2021-07-10T03:18:35.962
-0.3509467481574209,0.0031684334955071015,2021-07-10T03:19:42.886
-0.3479624456567354,0.0031556362486175266,2021-07-10T03:20:49.504
-0.3544163833525289,0.0031517283545657577,2021-07-10T03:21:56.850
-0.3517069835917592,0.003150810140667333,2021-07-10T03:23:03.688
-0.36581517386559526,0.0031377748190425715,2021-07-10T03:24:10.648
-0.3654630227966873,0.0031506981735029598,2021-07-10T03:25:17.232
-0.3780314852072948,0.003131011431115439,2021-07-10T03:26:23.976
-0.37657578837334604,0.003126538840841412,2021-07-10T03:27:30.294
-0.3819566738416551,0.0031068395967687934,2021-07-10T03:28:37.380
-0.3903308509573691,0.003110166705927193,2021-07-10T03:29:44.606
-0.39717077641107146,0.0031054344464570343,2021-07-10T03:30:52.021
-0.40125384144275955,0.0031092828058843394,2021-07-10T03:31:58.770
-0.4034851118670062,0.003086866125825626,2021-07-10T03:33:09.295
-0.4040236262217167,0.0030863043546204877,2021-07-10T03:34:16.415
-0.4133023828412927,0.003081823598164162,2021-07-10T03:35:23.407
-0.41163566392255824,0.003093992974345261,2021-07-10T03:36:30.108
0.25326477074990805,0.0015218778148681895,2021-07-16T04:14:12.492
0.28460533112148134,0.0015112780455307326,2021-07-16T04:16:09.480
0.3114585290942973,0.0015229370289295899,2021-07-16T04:18:10.208
0.31673310743462224,0.0015447818185202954,2021-07-16T04:20:06.767
0.313307722585348,0.001551625057876855,2021-07-16T04:22:03.858
0.32920584729564695,0.001545203948754303,2021-07-16T04:24:00.684
0.3017041660633346,0.0015643231902756302,2021-07-16T04:25:57.640
0.3055706441517252,0.001558793060380732,2021-07-16T04:27:54.745
0.2887209274396749,0.001556264581959114,2021-07-16T04:29:51.657
0.2646786359926647,0.001559793945301164,2021-07-16T04:31:48.642
0.24450506445044695,0.0015674947633476212,2021-07-16T04:33:45.704
0.21811967922255704,0.0015219384712165352,2021-07-16T04:35:42.626
0.1957566908848758,0.0015159934052625206,2021-07-16T04:37:39.392
0.16579557471571071,0.0015041991103407464,2021-07-16T04:39:37.653
0.14631339384254893,0.0014437170166394485,2021-07-16T04:41:34.859
0.10920134313305319,0.0014643366945885521,2021-07-16T04:43:31.627
0.0857406975726871,0.0014576378638052256,2021-07-16T04:45:28.610
0.05231403671775681,0.0014516996330299968,2021-07-16T04:47:25.574
0.026637055399516996,0.0014338847807959536,2021-07-16T04:49:22.766
0.010244726372668822,0.0014432358679288418,2021-07-16T04:51:21.275
-0.013701668300434733,0.0014383292915244232,2021-07-16T04:53:18.594
