time,mag
0.8319598756748178,-0.36515167887793787
0.8359580642400218,-0.37002695032792055
0.8400853061591043,-0.3995663551090196
0.8441610852891848,-0.4368585623643053
0.8481566763222388,-0.4386347401109063
0.8521491282471273,-0.4335073914868026
0.8561572045674691,-0.44159137624707157
0.8601554671819408,-0.46652365964371434
0.8641547026005155,-0.43849792847709956
0.868159496069996,-0.4588290124644949
0.8721729503998871,-0.4912258833388954
0.370335531369885,-0.4815612192672081
0.374347253527694,-0.4772941151794736
0.37834024557665163,-0.4829073573720173
0.3823629400935761,-0.47853520954532947
0.38637780135955063,-0.47219225065371084
0.39037519716200797,-0.4895757037035615
0.39436790027362756,-0.49196606644633967
0.3983737768951392,-0.48281378399608776
0.4023833342008321,-0.47936932022675194
0.4063761099097728,-0.49189649400253366
0.4103834297660285,-0.4793468349333381
0.4143860946820534,-0.4742826903931494
0.4183908881515338,-0.4885270440081424
0.42240116707459874,-0.4859894091630963
0.42640401203198003,-0.4789231162085059
0.43039584978353174,-0.470393594024884
0.434458925834361,-0.4610317319184567
0.5476642104187202,-0.2531172506797752
0.5500734672241571,-0.21038370578760812
0.5524676020076028,-0.21269047919571094
0.5548941805338612,-0.19107627899722956
0.5572878840892194,-0.18041693042040308
0.5596700011121254,-0.18223464094217334
0.5620713186745236,-0.16200164342448176
0.5644631448631575,-0.17469462066024732
0.5668468503154498,-0.11518078025676814
0.5692324331344665,-0.0946707672129552
0.5716397051291437,-0.04421275759881382
0.5740251790521788,-0.04098400652520695
0.5763814572365485,-0.07113308725568146
0.5787742939798924,-0.046889473903236834
0.5811293815681957,-0.04996838805196013
0.5835242031222994,-0.06663338226145221
0.5858900452777546,-0.04272266753217124
0.5882919044161684,-0.06221693724295818
0.59078124042265,-0.04887221253653884
0.593170503925848,-0.0353370471416774
0.0,-0.3055362674176063
0.00422258688481416,-0.24416819169285375
0.008449792411198552,-0.24128372939372156
0.012671441338623725,-0.24314533504471925
0.01690102805714115,-0.2354222779709687
0.02112783720215218,-0.22543600282082998
0.025361791375508737,-0.188415139271628
0.029601988918482397,-0.1971612809627441
0.03383937258928909,-0.18993856799283826
0.03807769276553835,-0.1641114339851537
0.0423355387172785,-0.16853057387164228
0.2831701865902019,-0.3226659978593638
0.2855922902175858,-0.3359036443220713
0.28800302655642734,-0.3442277545041801
0.29041820149548275,-0.3509467481574209
0.29282233293004795,-0.3479624456567354
0.29525273733512974,-0.3544163833525289
0.2976648094646801,-0.3517069835917592
0.30008128389578365,-0.36581517386559526
0.3024841884356218,-0.3654630227966873
0.3048928673663825,-0.3780314852072948
0.30728617308842093,-0.37657578837334604
